25,0.0,0.0,117.0,126.0
25,0.0,1884.0,121.0,2047.0
25,1995.0,1914.0,2142.0,2047.0
25,2036.0,0.0,2176.0,132.0
25,3970.0,1896.0,4095.0,2047.0
25,3982.0,0.0,4095.0,141.0
26,0.0,0.0,105.0,145.0
26,0.0,1910.0,114.0,2047.0
26,2012.0,1893.0,2149.0,2047.0
26,2050.0,0.0,2205.0,153.0
26,3969.0,0.0,4095.0,151.0
26,3969.0,1912.0,4095.0,2047.0
27,0.0,0.0,138.0,139.0
27,0.0,1899.0,124.0,2047.0
27,1997.0,1919.0,2159.0,2047.0
27,2082.0,0.0,2221.0,120.0
27,3972.0,0.0,4095.0,133.0
27,3999.0,1913.0,4095.0,2047.0
32,0.0,0.0,111.0,135.0
32,0.0,1921.0,139.0,2047.0
32,1937.0,0.0,2096.0,135.0
32,1939.0,1899.0,2080.0,2047.0
32,3958.0,1905.0,4095.0,2047.0
32,3969.0,0.0,4095.0,148.0
33,0.0,0.0,114.0,137.0
33,0.0,1902.0,113.0,2047.0
33,2047.0,1917.0,2178.0,2047.0
33,2088.0,0.0,2232.0,139.0
33,3973.0,1912.0,4095.0,2047.0
33,3995.0,0.0,4095.0,130.0
34,0.0,0.0,115.0,124.0
34,0.0,1906.0,132.0,2047.0
34,1914.0,1905.0,2057.0,2047.0
34,2010.0,0.0,2160.0,138.0
34,3961.0,0.0,4095.0,141.0
34,3981.0,1900.0,4095.0,2047.0
19,0.0,0.0,120.0,144.0
19,0.0,1916.0,120.0,2047.0
19,1943.0,1891.0,2084.0,2047.0
19,2055.0,0.0,2199.0,136.0
19,3973.0,0.0,4095.0,140.0
19,3986.0,1912.0,4095.0,2047.0
20,0.0,0.0,123.0,152.0
20,0.0,1902.0,112.0,2047.0
20,1934.0,1909.0,2093.0,2047.0
20,2052.0,0.0,2201.0,150.0
20,3969.0,1902.0,4095.0,2047.0
20,3974.0,0.0,4095.0,135.0
13,0.0,0.0,80.0,143.0
13,0.0,1895.0,122.0,2047.0
13,1995.0,1902.0,2144.0,2047.0
13,1975.0,0.0,2123.0,137.0
13,3962.0,0.0,4095.0,174.0
13,3985.0,1906.0,4095.0,2047.0
14,0.0,0.0,112.0,143.0
14,0.0,1911.0,122.0,2047.0
14,1913.0,1911.0,2071.0,2047.0
14,1941.0,0.0,2100.0,147.0
14,3968.0,0.0,4095.0,153.0
14,3981.0,1908.0,4095.0,2047.0
8,0.0,0.0,137.0,153.0
8,0.0,1892.0,121.0,2047.0
8,1905.0,1876.0,2081.0,2047.0
8,2023.0,0.0,2165.0,156.0
8,3967.0,1871.0,4095.0,2047.0
8,3975.0,0.0,4095.0,163.0
4,0.0,0.0,125.0,137.0
4,0.0,1903.0,119.0,2047.0
4,1940.0,1906.0,2071.0,2047.0
4,2023.0,0.0,2173.0,158.0
4,3980.0,0.0,4095.0,163.0
4,3992.0,1917.0,4095.0,2047.0
39,0.0,0.0,128.0,142.0
39,0.0,1895.0,143.0,2047.0
39,2000.0,1890.0,2152.0,2047.0
39,2025.0,0.0,2169.0,128.0
39,3979.0,1901.0,4095.0,2047.0
39,3998.0,0.0,4095.0,154.0
40,0.0,0.0,112.0,147.0
40,0.0,1905.0,112.0,2047.0
40,1999.0,1894.0,2141.0,2047.0
40,2068.0,0.0,2224.0,160.0
40,3956.0,0.0,4095.0,141.0
40,3957.0,1897.0,4095.0,2047.0
45,0.0,0.0,133.0,152.0
45,0.0,1876.0,140.0,2047.0
45,1885.0,1894.0,2040.0,2047.0
45,1911.0,0.0,2064.0,163.0
45,3965.0,1875.0,4095.0,2047.0
45,3982.0,0.0,4095.0,150.0
46,0.0,0.0,126.0,158.0
46,0.0,1898.0,99.0,2047.0
46,1949.0,1896.0,2109.0,2047.0
46,2005.0,0.0,2153.0,200.0
46,3954.0,1893.0,4095.0,2047.0
46,3966.0,0.0,4095.0,144.0
51,0.0,0.0,121.0,140.0
51,0.0,1905.0,112.0,2047.0
51,2009.0,0.0,2146.0,155.0
51,2037.0,1902.0,2177.0,2047.0
51,3963.0,0.0,4095.0,147.0
51,3979.0,1912.0,4095.0,2047.0
56,0.0,0.0,92.0,133.0
56,0.0,1915.0,107.0,2047.0
56,1954.0,1901.0,2094.0,2047.0
56,2062.0,0.0,2216.0,139.0
56,3950.0,0.0,4095.0,144.0
56,3972.0,1918.0,4095.0,2047.0
21,0.0,0.0,128.0,146.0
21,0.0,1900.0,121.0,2047.0
21,1854.0,1896.0,2002.0,2047.0
21,2022.0,0.0,2167.0,125.0
21,3945.0,1916.0,4095.0,2047.0
21,3970.0,0.0,4095.0,125.0
22,0.0,0.0,137.0,157.0
22,0.0,1894.0,126.0,2047.0
22,1862.0,1903.0,1994.0,2047.0
22,1929.0,0.0,2086.0,154.0
22,3973.0,1900.0,4095.0,2047.0
22,3966.0,0.0,4095.0,166.0
23,0.0,0.0,119.0,138.0
23,0.0,1911.0,129.0,2047.0
23,1924.0,1892.0,2082.0,2047.0
23,2048.0,0.0,2192.0,144.0
23,3970.0,0.0,4095.0,148.0
23,3977.0,1913.0,4095.0,2047.0
24,0.0,0.0,106.0,131.0
24,0.0,1909.0,104.0,2047.0
24,2053.0,1913.0,2184.0,2047.0
24,2085.0,0.0,2213.0,110.0
24,3980.0,0.0,4095.0,137.0
24,3980.0,1912.0,4095.0,2047.0
17,0.0,0.0,141.0,161.0
17,0.0,1895.0,147.0,2047.0
17,1876.0,0.0,2011.0,162.0
17,1946.0,1894.0,2100.0,2047.0
17,3977.0,0.0,4095.0,153.0
17,3992.0,1893.0,4095.0,2047.0
18,0.0,0.0,103.0,119.0
18,0.0,1891.0,109.0,2047.0
18,1925.0,0.0,2057.0,126.0
18,2015.0,1921.0,2159.0,2047.0
18,3971.0,0.0,4095.0,134.0
18,3983.0,1927.0,4095.0,2047.0
15,0.0,0.0,132.0,135.0
15,0.0,1912.0,135.0,2047.0
15,1825.0,0.0,1960.0,151.0
15,1840.0,1908.0,1992.0,2047.0
15,3969.0,0.0,4095.0,140.0
15,3978.0,1916.0,4095.0,2047.0
16,0.0,0.0,107.0,149.0
16,0.0,1889.0,112.0,2047.0
16,2019.0,1899.0,2170.0,2047.0
16,2166.0,0.0,2300.0,147.0
16,3963.0,1900.0,4095.0,2047.0
16,3970.0,0.0,4095.0,134.0
9,0.0,0.0,131.0,156.0
9,0.0,1907.0,119.0,2047.0
9,1941.0,1872.0,2090.0,2047.0
9,1970.0,0.0,2126.0,174.0
9,3970.0,0.0,4095.0,150.0
9,3974.0,1902.0,4095.0,2047.0
10,0.0,0.0,109.0,133.0
10,0.0,1917.0,116.0,2047.0
10,1936.0,1887.0,2102.0,2047.0
10,2086.0,0.0,2250.0,157.0
10,3976.0,0.0,4095.0,140.0
10,3971.0,1917.0,4095.0,2047.0
11,0.0,0.0,120.0,152.0
11,1957.0,1921.0,2097.0,2047.0
11,2033.0,0.0,2183.0,157.0
11,3956.0,0.0,4095.0,152.0
11,3971.0,1917.0,4095.0,2047.0
11,0.0,1917.0,116.0,2047.0
12,0.0,0.0,127.0,133.0
12,0.0,1917.0,112.0,2047.0
12,1911.0,0.0,2045.0,135.0
12,1948.0,1917.0,2075.0,2047.0
12,3999.0,1906.0,4095.0,2047.0
12,3986.0,0.0,4095.0,134.0
5,0.0,0.0,120.0,143.0
5,0.0,1904.0,125.0,2047.0
5,1936.0,1908.0,2082.0,2047.0
5,1991.0,0.0,2143.0,140.0
5,3966.0,1895.0,4095.0,2047.0
5,3978.0,0.0,4095.0,148.0
6,0.0,0.0,108.0,142.0
6,0.0,1895.0,118.0,2047.0
6,1822.0,1895.0,1964.0,2047.0
6,2073.0,0.0,2204.0,151.0
6,3978.0,1904.0,4095.0,2047.0
6,3988.0,0.0,4095.0,151.0
7,0.0,0.0,107.0,145.0
7,0.0,1908.0,107.0,2047.0
7,1955.0,1897.0,2097.0,2047.0
7,2035.0,0.0,2174.0,137.0
7,3969.0,1906.0,4095.0,2047.0
7,3974.0,0.0,4095.0,145.0
1,0.0,0.0,87.0,128.0
1,0.0,1901.0,113.0,2047.0
1,2004.0,0.0,2119.0,131.0
1,2030.0,1916.0,2142.0,2047.0
1,3992.0,1910.0,4095.0,2047.0
1,4004.0,0.0,4095.0,146.0
2,0.0,0.0,115.0,147.0
2,0.0,1914.0,132.0,2047.0
2,2019.0,1917.0,2164.0,2047.0
2,2069.0,0.0,2204.0,148.0
2,3982.0,0.0,4095.0,138.0
2,3985.0,1926.0,4095.0,2047.0
3,0.0,0.0,127.0,163.0
3,0.0,1904.0,88.0,2047.0
3,2018.0,0.0,2168.0,152.0
3,2048.0,1905.0,2187.0,2047.0
3,3976.0,0.0,4095.0,154.0
3,3958.0,1898.0,4095.0,2047.0
35,0.0,0.0,112.0,136.0
35,0.0,1900.0,106.0,2047.0
35,2120.0,1885.0,2262.0,2047.0
35,2071.0,0.0,2218.0,135.0
35,3937.0,0.0,4095.0,155.0
35,3986.0,1912.0,4095.0,2047.0
36,0.0,0.0,130.0,149.0
36,0.0,1914.0,130.0,2047.0
36,1997.0,1906.0,2141.0,2047.0
36,2036.0,0.0,2187.0,131.0
36,3979.0,1912.0,4095.0,2047.0
36,3980.0,0.0,4095.0,153.0
37,0.0,0.0,128.0,132.0
37,0.0,1898.0,134.0,2047.0
37,1969.0,1889.0,2124.0,2047.0
37,2025.0,0.0,2170.0,135.0
37,3940.0,1871.0,4095.0,2047.0
37,3969.0,0.0,4095.0,135.0
38,0.0,0.0,119.0,146.0
38,0.0,1926.0,101.0,2047.0
38,1955.0,1916.0,2113.0,2047.0
38,1983.0,0.0,2120.0,141.0
38,3971.0,0.0,4095.0,134.0
38,3980.0,1896.0,4095.0,2047.0
28,0.0,0.0,116.0,160.0
28,0.0,1920.0,113.0,2047.0
28,1936.0,1888.0,2080.0,2047.0
28,2180.0,0.0,2314.0,141.0
28,3952.0,1896.0,4095.0,2047.0
28,3982.0,0.0,4095.0,141.0
29,0.0,0.0,100.0,145.0
29,0.0,1896.0,109.0,2047.0
29,1967.0,0.0,2106.0,130.0
29,1980.0,1899.0,2137.0,2047.0
29,3951.0,1899.0,4095.0,2047.0
29,3982.0,0.0,4095.0,156.0
30,0.0,0.0,109.0,133.0
30,0.0,1903.0,137.0,2047.0
30,1963.0,1906.0,2109.0,2047.0
30,2173.0,0.0,2325.0,126.0
30,3961.0,0.0,4095.0,148.0
30,3964.0,1898.0,4095.0,2047.0
31,0.0,0.0,111.0,184.0
31,0.0,1904.0,101.0,2047.0
31,1991.0,1907.0,2140.0,2047.0
31,2070.0,0.0,2214.0,152.0
31,3966.0,0.0,4095.0,164.0
31,3967.0,1903.0,4095.0,2047.0
41,0.0,0.0,120.0,137.0
41,0.0,1912.0,129.0,2047.0
41,1916.0,0.0,2063.0,142.0
41,1793.0,1888.0,1983.0,2047.0
41,3968.0,1885.0,4095.0,2047.0
41,3975.0,0.0,4095.0,137.0
42,0.0,0.0,116.0,153.0
42,0.0,1901.0,136.0,2047.0
42,1981.0,1902.0,2141.0,2047.0
42,2068.0,0.0,2216.0,146.0
42,3963.0,0.0,4095.0,155.0
42,3973.0,1909.0,4095.0,2047.0
43,0.0,0.0,114.0,141.0
43,0.0,1908.0,110.0,2047.0
43,1965.0,1901.0,2124.0,2047.0
43,2043.0,0.0,2195.0,161.0
43,3950.0,0.0,4095.0,148.0
43,3960.0,1900.0,4095.0,2047.0
44,0.0,0.0,125.0,151.0
44,0.0,1887.0,127.0,2047.0
44,1973.0,1903.0,2118.0,2047.0
44,2067.0,0.0,2205.0,139.0
44,3962.0,1893.0,4095.0,2047.0
44,3963.0,0.0,4095.0,158.0
49,0.0,0.0,116.0,140.0
49,0.0,1890.0,128.0,2047.0
49,1864.0,1904.0,2014.0,2047.0
49,1997.0,0.0,2143.0,149.0
49,3979.0,0.0,4095.0,138.0
49,3989.0,1900.0,4095.0,2047.0
50,0.0,0.0,121.0,139.0
50,0.0,1898.0,120.0,2047.0
50,2065.0,1894.0,2208.0,2047.0
50,2122.0,0.0,2279.0,141.0
50,3962.0,1895.0,4095.0,2047.0
50,3970.0,0.0,4095.0,153.0
47,0.0,0.0,121.0,129.0
47,0.0,1892.0,119.0,2047.0
47,1879.0,1912.0,2029.0,2047.0
47,1909.0,0.0,2071.0,149.0
47,3968.0,1901.0,4095.0,2047.0
47,3979.0,0.0,4095.0,133.0
48,0.0,0.0,122.0,135.0
48,0.0,1887.0,120.0,2047.0
48,1973.0,1903.0,2119.0,2047.0
48,2033.0,0.0,2194.0,150.0
48,3987.0,0.0,4095.0,142.0
48,4001.0,1901.0,4095.0,2047.0
52,0.0,0.0,114.0,136.0
52,0.0,1892.0,130.0,2047.0
52,1851.0,0.0,2003.0,144.0
52,1821.0,1907.0,1953.0,2047.0
52,3956.0,1894.0,4095.0,2047.0
52,3961.0,0.0,4095.0,141.0
53,0.0,0.0,160.0,145.0
53,0.0,1908.0,122.0,2047.0
53,1862.0,1906.0,2009.0,2047.0
53,1894.0,0.0,2037.0,149.0
53,3964.0,1902.0,4095.0,2047.0
53,3976.0,0.0,4095.0,151.0
54,0.0,0.0,129.0,145.0
54,0.0,1894.0,133.0,2047.0
54,1966.0,0.0,2122.0,160.0
54,1940.0,1897.0,2078.0,2047.0
54,3967.0,0.0,4095.0,161.0
54,3973.0,1903.0,4095.0,2047.0
55,0.0,0.0,125.0,150.0
55,0.0,1907.0,144.0,2047.0
55,1965.0,0.0,2125.0,148.0
55,1963.0,1902.0,2112.0,2047.0
55,3963.0,1897.0,4095.0,2047.0
55,3970.0,0.0,4095.0,147.0
57,0.0,0.0,107.0,139.0
57,0.0,1912.0,110.0,2047.0
57,1967.0,1894.0,2126.0,2047.0
57,2104.0,0.0,2262.0,126.0
57,3961.0,0.0,4095.0,142.0
57,3973.0,1916.0,4095.0,2047.0
58,0.0,0.0,97.0,136.0
58,0.0,1899.0,123.0,2047.0
58,1833.0,0.0,1968.0,130.0
58,1966.0,1904.0,2092.0,2047.0
58,3995.0,0.0,4095.0,121.0
58,4002.0,1902.0,4095.0,2047.0
59,0.0,0.0,120.0,129.0
59,0.0,1895.0,114.0,2047.0
59,1965.0,1893.0,2124.0,2047.0
59,2119.0,0.0,2277.0,138.0
59,3967.0,1898.0,4095.0,2047.0
59,3969.0,0.0,4095.0,144.0
60,0.0,0.0,137.0,150.0
60,0.0,1896.0,137.0,2047.0
60,1909.0,1892.0,2047.0,2047.0
60,1883.0,0.0,2035.0,145.0
60,3962.0,1881.0,4095.0,2047.0
60,3966.0,0.0,4095.0,152.0
61,0.0,0.0,143.0,130.0
61,0.0,1907.0,120.0,2047.0
61,1872.0,0.0,2032.0,142.0
61,1879.0,1882.0,2032.0,2047.0
61,3982.0,0.0,4095.0,159.0
61,3984.0,1893.0,4095.0,2047.0
62,0.0,0.0,108.0,132.0
62,0.0,1904.0,134.0,2047.0
62,1913.0,0.0,2059.0,138.0
62,1930.0,1905.0,2070.0,2047.0
62,3974.0,0.0,4095.0,146.0
62,3976.0,1907.0,4095.0,2047.0
72,0.0,0.0,114.0,133.0
72,0.0,1898.0,121.0,2047.0
71,0.0,0.0,133.0,130.0
71,0.0,1903.0,132.0,2047.0
64,0.0,0.0,140.0,155.0
64,0.0,1895.0,122.0,2047.0
63,1920.0,1920.0,2057.0,2047.0
63,1920.0,0.0,2057.0,160.0
73,0.0,0.0,135.0,131.0
73,0.0,1894.0,127.0,2047.0
74,0.0,0.0,121.0,150.0
74,0.0,1890.0,126.0,2047.0
70,0.0,0.0,121.0,150.0
70,0.0,1890.0,126.0,2047.0
69,1917.0,1874.0,2057.0,2047.0
69,1933.0,0.0,2057.0,171.0
